"IDENTITY_NAME","LAST_PLAN_NAME","CHURNED","HAS_BEEN_ADOPTED","LIFETIME","BILLING_CYCLE_FIXED","APPOINTMENTS_PER_WEEK","PAYMENTS_PER_WEEK","DIRECTORY_TYPE"
Artists & Designers,vCita Essentials (Annual),0,0,745,Annual,0.000000,0,Direct
"Hospitality, Travel & Leisure",vCita Business (Monthly),0,0,30,Monthly,0.000000,0,Direct
Healthcare & Medical,vCita Business Single (Monthly),0,0,2143,Monthly,0.000467,0,Direct
Beauty & Personal Care,vCita Essentials (Monthly),0,0,3,Monthly,2.666667,0,Direct
IT & Web,vCita Business (Annual),1,0,1025,Annual,0.000000,0,Reseller
Healthcare & Medical,vCita Essentials (Monthly),1,0,13,Monthly,0.000000,14.162,Direct
Beauty & Personal Care,vCita Essentials (Annual),1,0,711,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Platinum (Annual),1,0,862,Annual,0.000000,0,Reseller
Government & Non-profit,vCita Essentials (Annual),1,0,18,Annual,0.000000,56.389,Direct
Business Services,vCita Essentials (Monthly),1,0,1724,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),1,0,708,Annual,0.000000,0,Direct
Government & Non-profit,vCita Essentials (Annual),0,0,380,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,2140,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Business (Annual),0,0,18,Annual,0.000000,0,Direct
Healthcare & Medical,Online Scheduling (Monthly),0,0,551,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Online Payments (Monthly),0,0,578,Monthly,0.000000,0,Direct
Business Services,Essentials (Annual),0,0,372,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),0,0,141,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,0,1002,Monthly,0.000000,0,Direct
Animal Services,vCita Business (Monthly),1,1,552,Monthly,2.210145,131.855,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,1024,Annual,0.004883,0,Direct
Photography & Video,vCita Business (Monthly),1,1,550,Monthly,0.556364,114.224,Direct
Business Services,vCita Online Scheduling (Monthly),1,0,145,Monthly,0.020690,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Monthly),1,0,874,Monthly,0.009153,1.374,Direct
Fitness,vCita Essentials (Monthly),1,0,1580,Monthly,1.134177,0,Direct
Fitness,vCita Business (Monthly),1,0,2319,Monthly,0.000431,0,Direct
IT & Web,Obs. Business (Annual),1,1,1378,Annual,0.010885,2.029,Reseller
Health & Wellness,vCita Essentials (Annual),1,1,1170,Annual,0.559829,0,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Monthly),1,0,1116,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,773,Annual,0.038810,0,Direct
Business Services,vCita Essentials (Annual),1,0,1087,Annual,0.044158,0,Direct
Legal Services,vCita Online Scheduling (Annual),1,1,2234,Annual,0.030439,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Annual),0,0,539,Annual,0.000000,3.145,Direct
"Sales, Marketing & Advertising",vCita Business (Annual),1,1,2338,Annual,0.869974,10.693,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Monthly),1,1,659,Monthly,2.332322,0,Direct
Healthcare & Medical,vCita Business (Annual),1,0,1326,Annual,1.006787,0,Direct
Financial Services,vCita Essentials (Monthly),0,0,647,Monthly,0.000000,0,Direct
Business Services,vCita Essentials (Annual),1,1,1808,Annual,0.190819,0,Direct
Real Estate,vCita Online Scheduling (Annual),1,0,1784,Annual,0.000000,0,Direct
Health & Wellness,vCita Essentials (Annual),1,1,2243,Annual,0.894784,0.626,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Monthly),0,0,1670,Monthly,0.106587,0,Reseller
Beauty & Personal Care,Business (Annual),0,0,573,Annual,0.176265,0,Direct
Healthcare & Medical,vCita Essentials (Annual),1,0,1939,Annual,0.115008,0,Reseller
"Education, Instruction & Tutoring",vCita Online Scheduling (Monthly),1,0,1065,Monthly,0.697653,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business Single (Monthly),1,1,2540,Monthly,0.330315,0.118,Direct
Business Services,Obs. vCita Essentials (Annual),1,0,2085,Annual,0.004796,0,Direct
Auto Services,vCita Essentials (Annual),0,0,1475,Annual,0.000000,0,Direct
Retail ,vCita Essentials (Annual),1,0,969,Annual,0.092879,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),0,0,128,Monthly,0.015625,0,Direct
Business Services,vCita Online Scheduling (Monthly),0,0,1525,Monthly,0.000656,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),1,1,1631,Monthly,0.484979,0,Reseller
"Events, Planning & Catering",Business (Annual),0,0,421,Annual,0.000000,0,Direct
Business Services,vCita Online Scheduling (Annual),1,0,848,Annual,0.000000,0,Direct
Business Services,vCita Online Scheduling (Annual),0,0,1110,Annual,0.000000,0,Direct
Counseling & Mental Health,vCita Essentials (Annual),0,0,773,Annual,0.108668,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,461,Monthly,0.000000,0,Direct
"Events, Planning & Catering",vCita Essentials (Monthly),0,0,188,Monthly,0.000000,0,Direct
Business Services,vCita Essentials (Annual),0,0,1837,Annual,0.016331,0,Direct
Coaching & Consulting,vCita Business (Monthly),1,0,922,Monthly,0.000000,0,Direct
Counseling & Mental Health,vCita Online Scheduling (Annual),1,1,797,Annual,0.649937,0,Direct
Business Services,vCita Essentials (Annual),1,0,1845,Annual,0.159892,0,Direct
Counseling & Mental Health,vCita Business (Monthly),1,1,1295,Monthly,0.552896,4.548,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),1,0,477,Monthly,0.109015,9.476,Direct
Business Services,vCita Online Scheduling (Annual),0,0,745,Annual,0.025503,0,Direct
"Sales, Marketing & Advertising",vCita Platinum (Annual),0,0,956,Annual,0.033473,0,Direct
Coaching & Consulting,vCita Business (Monthly),1,0,1141,Monthly,1.326030,24.68,Direct
Healthcare & Medical,vCita Essentials (Monthly),0,0,568,Monthly,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),0,0,2289,Monthly,0.006553,0,Direct
Healthcare & Medical,vCita Business Single (Annual),1,1,660,Annual,0.756061,0.152,Direct
"Education, Instruction & Tutoring",vCita Business (Annual),1,1,1460,Annual,0.378082,0,Direct
Healthcare & Medical,vCita Business Single (Monthly),1,0,126,Monthly,0.000000,0,Direct
Legal Services,vCita Essentials (Annual),1,0,1607,Annual,0.026758,0,Direct
Legal Services,vCita Essentials (Annual),1,0,914,Annual,0.109409,0.274,Direct
Counseling & Mental Health,vCita Business Single (Annual),1,0,379,Annual,0.005277,0,Direct
Legal Services,vCita Online Scheduling (Annual),1,1,2330,Annual,1.773391,0,Reseller
Counseling & Mental Health,vCita Essentials (Annual),1,0,623,Annual,0.060995,3.333,Direct
Real Estate,vCita Business (Annual),1,1,1044,Annual,0.895594,0,Direct
Legal Services,Obs. vCita Essentials (Annual),1,1,1688,Annual,0.206161,121.376,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),1,1,2046,Annual,0.364125,10.373,Direct
Healthcare & Medical,vCita Business (Annual),1,1,2487,Annual,1.609570,0,Direct
Healthcare & Medical,vCita Essentials (Annual),1,1,1356,Annual,5.099558,0,Direct
Alternative Medicine,vCita Essentials (Monthly),1,0,174,Monthly,0.166667,0,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,2176,Annual,0.007353,0,Direct
Legal Services,vCita Business (Monthly),1,1,895,Monthly,0.617877,19.295,Direct
Legal Services,vCita Essentials (Monthly),1,1,2566,Monthly,0.099766,14.592,Direct
Healthcare & Medical,vCita Essentials (Monthly),0,1,92,Monthly,0.728261,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),1,0,852,Monthly,0.004695,0,Direct
Counseling & Mental Health,vCita Platinum Single (Annual),1,1,187,Annual,2.898396,49.251,Direct
Beauty & Personal Care,vCita Business (Annual),1,1,1652,Annual,2.113801,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,0,2033,Annual,0.032464,0.063,Direct
Coaching & Consulting,vCita Essentials (Annual),1,0,1691,Annual,0.004140,0.946,Reseller
Business Services,vCita Essentials (Annual),1,0,65,Annual,0.000000,0,Direct
Business Services,vCita Business (Annual),1,0,1847,Annual,0.006497,0,Reseller
Healthcare & Medical,vCita Business (Monthly),1,1,1828,Monthly,2.049234,0,Direct
"Education, Instruction & Tutoring",vCita Business (Annual),1,1,85,Annual,0.117647,60.706,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Annual),1,0,1832,Annual,0.001638,0,Direct
Government & Non-profit,vCita Online Scheduling (Monthly),0,1,1036,Monthly,0.277992,0,Direct
IT & Web,vCita Essentials (Annual),1,1,758,Annual,0.025066,2.111,Direct
Coaching & Consulting,Obs. vCita Essentials (Annual),1,1,2961,Annual,0.038838,1.111,Direct
Business Services,vCita Online Payments (Monthly),1,0,1026,Monthly,0.000000,43.632,Direct
Photography & Video,Obs. vCita Essentials (Annual),1,0,2058,Annual,0.000000,0,Direct
Coaching & Consulting,vCita Platinum (Monthly),0,1,886,Monthly,1.069977,25.659,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),0,0,424,Monthly,0.000000,0,Direct
Coaching & Consulting,vCita Business (Annual),1,1,1516,Annual,0.694591,292.016,Direct
Healthcare & Medical,vCita Platinum (Annual),1,0,517,Annual,0.036750,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),1,0,1521,Monthly,1.146614,0,Direct
Healthcare & Medical,vCita Business (Annual),1,1,1449,Annual,0.543133,23.302,Direct
"Sales, Marketing & Advertising",vCita Business Single (Monthly),1,0,505,Monthly,0.221782,4.208,Reseller
"Hospitality, Travel & Leisure",vCita Essentials (Monthly),1,1,762,Monthly,0.001312,31.139,Direct
Coaching & Consulting,vCita Platinum 10 (Monthly),1,0,251,Monthly,5.960159,0,Direct
Business Services,vCita Business (Monthly),1,1,391,Monthly,0.317136,0,Direct
Financial Services,vCita Online Scheduling (Monthly),1,0,737,Monthly,1.138399,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Business (Annual),1,0,1111,Annual,0.423942,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,1659,Monthly,0.130199,0,Direct
Beauty & Personal Care,vCita Essentials (Monthly),1,0,1146,Monthly,1.444154,0.131,Direct
"Education, Instruction & Tutoring",vCita Business (Annual),1,0,1820,Annual,0.056044,0,Direct
Counseling & Mental Health,vCita Essentials (Annual),1,1,1475,Annual,0.001356,0,Direct
Business Services,vCita Business (Monthly),0,0,1169,Monthly,0.006843,0.171,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),1,1,1622,Annual,0.019729,1.528,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Annual),1,0,1930,Annual,0.025907,4.026,Reseller
Health & Wellness,vCita Business (Annual),1,1,591,Annual,0.050761,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Payments (Monthly),1,0,1530,Monthly,0.000000,3.464,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Monthly),0,1,336,Monthly,0.000000,68.429,Direct
Alternative Medicine,Obs. vCita Essentials (Annual),1,0,2153,Annual,0.069206,0.975,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,0,1124,Monthly,0.040036,0,Reseller
Business Services,vCita Business Single (Monthly),1,0,165,Monthly,0.012121,0,Reseller
Coaching & Consulting,vCita Essentials (Monthly),1,0,1404,Monthly,0.056268,3.134,Direct
Coaching & Consulting,vCita Business Single (Monthly),1,0,1613,Monthly,0.125232,1.836,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),1,1,1512,Monthly,0.003307,0.796,Direct
Coaching & Consulting,Business (Annual),1,0,841,Annual,0.003567,2.354,Reseller
Business Services,vCita Online Scheduling (Monthly),1,0,2105,Monthly,0.023753,0,Direct
Auto Services,vCita Essentials (Annual),1,0,162,Annual,0.000000,167.302,Direct
Fitness,vCita Essentials (Annual),1,1,1077,Annual,0.044568,0,Direct
Business Services,vCita Business (Monthly),1,0,1560,Monthly,0.000000,0,Direct
Health & Wellness,vCita Business (Monthly),1,0,1811,Monthly,0.004970,0,Direct
Legal Services,vCita Essentials (Annual),0,0,1564,Annual,0.002558,0,Direct
Healthcare & Medical,vCita Business (Annual),1,1,1909,Annual,0.324254,6.727,Direct
"Sales, Marketing & Advertising",vCita Essentials (Monthly),1,1,1118,Monthly,0.548301,0,Direct
Healthcare & Medical,vCita Business (Annual),1,0,795,Annual,6.724528,0,Direct
Healthcare & Medical,vCita Online Scheduling (Monthly),1,0,1302,Monthly,0.108295,0,Direct
Alternative Medicine,vCita Essentials (Annual),1,1,1466,Annual,0.346521,24.138,Direct
"Home & Garden Work, Cleaning & Repair",vCita Online Scheduling (Annual),1,0,1028,Annual,0.037938,0,Reseller
Business Services,vCita Essentials (Annual),1,0,1379,Annual,0.088470,4.641,Direct
Auto Services,vCita Business Single (Annual),1,1,1102,Annual,1.147913,44.561,Direct
Financial Services,vCita Business (Annual),1,1,1005,Annual,0.303483,10.214,Reseller
Health & Wellness,vCita Essentials (Annual),1,0,1284,Annual,0.032710,3.261,Direct
"Home & Garden Work, Cleaning & Repair",vCita Platinum 10 (Monthly),0,0,137,Monthly,0.094891,0.726,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),1,0,1110,Annual,0.009009,0,Direct
"Education, Instruction & Tutoring",vCita Platinum (Monthly),1,1,1241,Monthly,0.135375,33.844,Direct
Business Services,vCita Platinum (Monthly),0,0,32,Monthly,0.062500,0,Direct
Photography & Video,vCita Platinum Single (Monthly),1,1,302,Monthly,9.920530,0,Direct
Coaching & Consulting,Obs. vCita Essentials (Annual),1,0,2214,Annual,0.000000,0,Direct
Alternative Medicine,vCita Essentials (Annual),1,1,379,Annual,1.580475,13.715,Direct
Counseling & Mental Health,vCita Online Scheduling (Annual),0,0,773,Annual,0.000000,0,Direct
Auto Services,vCita Business (Annual),1,1,2474,Annual,0.095796,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,2308,Monthly,0.003466,7.623,Reseller
Beauty & Personal Care,vCita Essentials (Annual),1,0,721,Annual,0.000000,0,Direct
Legal Services,vCita Business Single (Monthly),0,0,26,Monthly,0.115385,0,Direct
"Home & Garden Work, Cleaning & Repair",vCita Essentials (Annual),1,0,1597,Annual,0.041327,0,Direct
"Sales, Marketing & Advertising",Business (Annual),0,0,396,Annual,0.005051,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,509,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",vCita Business (Monthly),1,1,847,Monthly,1.236128,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,408,Annual,0.000000,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),0,0,746,Annual,0.000000,0,Direct
Business Services,vCita Online Scheduling (Annual),1,0,2491,Annual,0.001204,0,Direct
Beauty & Personal Care,vCita Platinum 10 (Monthly),0,1,1583,Monthly,10.216045,0,Direct
Healthcare & Medical,vCita Online Scheduling (Monthly),0,1,1848,Monthly,0.424242,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),0,0,751,Annual,0.034621,0.559,Direct
Business Services,vCita Essentials (Annual),0,0,1504,Annual,0.001995,0.524,Direct
Counseling & Mental Health,vCita Essentials (Monthly),0,1,710,Monthly,0.909859,6.261,Direct
Coaching & Consulting,vCita Business (Monthly),0,0,273,Monthly,0.000000,0,Direct
Real Estate,vCita Essentials (Monthly),1,0,528,Monthly,0.041667,4.735,Direct
Artists & Designers,vCita Online Scheduling (Monthly),1,0,421,Monthly,0.377672,0,Direct
Business Services,vCita Online Scheduling (Monthly),1,0,2201,Monthly,0.000909,0,Direct
IT & Web,vCita Platinum (Monthly),0,0,91,Monthly,0.021978,0,Direct
Alternative Medicine,vCita Business (Monthly),0,0,214,Monthly,0.018692,1.36,Direct
Healthcare & Medical,vCita Essentials (Monthly),1,1,1631,Monthly,0.373391,0.68,Direct
Legal Services,vCita Essentials (Monthly),1,1,1460,Monthly,0.560959,10.751,Direct
Legal Services,Obs. vCita Essentials (Annual),1,1,1790,Annual,0.520670,0,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,1642,Monthly,0.002436,0,Direct
IT & Web,vCita Essentials (Annual),0,1,843,Annual,0.240807,0,Direct
Business Services,vCita Online Scheduling (Annual),0,0,2499,Annual,0.000000,0,Direct
"Sales, Marketing & Advertising",Platinum (Annual),1,0,1818,Annual,0.064356,0,Direct
Coaching & Consulting,vCita Business Single (Annual),1,0,435,Annual,0.078161,33.448,Direct
"Sales, Marketing & Advertising",vCita Platinum (Monthly),0,0,184,Monthly,0.000000,0,Direct
Legal Services,vCita Online Scheduling (Monthly),1,0,81,Monthly,0.061728,0,Direct
Financial Services,vCita Platinum (Annual),1,1,1650,Annual,1.508485,16.343,Direct
Health & Wellness,vCita Business (Monthly),0,1,1554,Monthly,0.111969,0.019,Direct
Financial Services,vCita Online Scheduling (Annual),0,0,402,Annual,0.353234,0,Direct
Counseling & Mental Health,vCita Essentials (Annual),1,0,285,Annual,0.017544,1.981,Direct
"Education, Instruction & Tutoring",vCita Essentials (Monthly),1,0,694,Monthly,0.000000,1.499,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Monthly),1,0,941,Monthly,0.000000,0,Direct
Fitness,vCita Essentials (Monthly),1,0,1807,Monthly,0.356945,0.813,Direct
Coaching & Consulting,vCita Essentials (Monthly),1,0,501,Monthly,0.047904,0,Direct
Health & Wellness,vCita Essentials (Annual),1,0,275,Annual,0.025455,0,Direct
"Education, Instruction & Tutoring",vCita Essentials (Annual),1,0,1175,Annual,0.004255,0,Direct
Business Services,vCita Business (Monthly),1,0,571,Monthly,0.147110,0,Direct
Business Services,vCita Business (Monthly),0,0,1202,Monthly,0.007488,3.33,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),1,1,2273,Annual,0.556533,0,Direct
IT & Web,vCita Online Scheduling (Monthly),1,0,1742,Monthly,0.036739,0,Direct
Coaching & Consulting,vCita Online Scheduling (Monthly),1,0,1322,Monthly,0.020424,0,Direct
Fitness,vCita Platinum 10 (Monthly),1,0,231,Monthly,0.887446,0,Direct
Fitness,vCita Online Scheduling (Monthly),1,1,341,Monthly,1.794721,6.628,Direct
Coaching & Consulting,vCita Essentials (Annual),1,1,856,Annual,0.042056,0.637,Direct
"Education, Instruction & Tutoring",vCita Business (Annual),0,0,449,Annual,0.565702,0,Direct
Coaching & Consulting,vCita Essentials (Annual),0,0,1158,Annual,0.014680,0,Direct
"Sales, Marketing & Advertising",vCita Essentials (Annual),0,0,384,Annual,0.000000,0,Direct
Legal Services,vCita Essentials (Annual),0,0,1383,Annual,0.039769,0,Direct
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),0,0,1140,Annual,0.008772,0,Direct
Financial Services,vCita Essentials (Monthly),1,1,2243,Monthly,0.365582,0,Direct
Artists & Designers,vCita Business Single (Monthly),1,0,264,Monthly,0.003788,0,Direct
Coaching & Consulting,vCita Online Scheduling (Annual),0,0,380,Annual,0.002632,0.047,Reseller
Financial Services,vCita Online Scheduling (Annual),1,0,2665,Annual,0.026642,0,Direct
Beauty & Personal Care,vCita Platinum (Annual),1,1,1011,Annual,0.943620,29.207,Direct
Business Services,vCita Essentials (Annual),1,0,2427,Annual,0.032550,0.021,Reseller
"Sales, Marketing & Advertising",vCita Online Scheduling (Annual),0,0,1957,Annual,0.129790,0,Direct
"Education, Instruction & Tutoring",vCita Online Scheduling (Monthly),1,1,270,Monthly,3.540741,0,Direct
